"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 07 12:19:31 IST 2019","Tue May 07 12:19:56 IST 2019","25197","SanityTest","testOne","BasicTest","BasicTest","test","Login Test",""
